ID;Etat;Nature;Nature_par_regroupement;Adresse;Code Postal;Commune;Département;Ministère occupant;Description;Année de 1ère inscription;Nature juridique Acquereur;Type Procédure ayant mené à la vente;Année Cession;Latitude;Longitude
170290023;Cession réalisée;LOGEMENT;LOGEMENT;DE BREHAT;29460;DIRINON;FINISTÈRE;Ministère de l'écologie, du développement durable, des transports et du logement;null;2017;Personnes physiques non commerçantes;Appel d'offres;2017;48,397;-4,27
170290025;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;29000;QUIMPER;FINISTÈRE;Ministère de l'écologie, du développement durable, des transports et du logement;null;2017;Personnes physiques non commerçantes;Gré à gré;2017;47,9955;-4,098
170290026;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;29600;MORLAIX;FINISTÈRE;Ministère de l'écologie, du développement durable, des transports et du logement;null;2017;Collectivités territoriales;Gré à gré;2017;48,5778;-3,827
170290027;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;29550;PLOMODIERN;FINISTÈRE;Biens non affectés;null;2017;Collectivités territoriales;Gré à gré;2017;48,1807;-4,232
null;Cession réalisée;ESPACE AMENAGE;ESPACE AMENAGE;BONIFACIO;20169;BONIFACIO;CORSE-DU-SUD;Ministère de l'écologie, du développement durable, des transports et du logement;null;2017;Collectivités territoriales;Droit de priorité;2017;41,3876;9,16
null;Cession réalisée;LOGEMENT;LOGEMENT;DU LAZARET;20167;AJACCIO;CORSE-DU-SUD;Ministère de l'écologie, du développement durable, des transports et du logement;null;2017;Personnes physiques non commerçantes;Adjudication;2017;41,925;8,736
null;Cession réalisée;LOGEMENT;LOGEMENT;DU LAZARET;20167;AJACCIO;CORSE-DU-SUD;Ministère de l'écologie, du développement durable, des transports et du logement;null;2017;Personnes physiques non commerçantes;Adjudication;2017;41,925;8,736
null;Cession réalisée;LOGEMENT;LOGEMENT;DU LAZARET;20167;AJACCIO;CORSE-DU-SUD;Ministère de l'écologie, du développement durable, des transports et du logement;null;2017;Entreprises société;Adjudication;2017;41,925;8,736
null;Cession réalisée;LOGEMENT;LOGEMENT;DU LAZARET;20167;AJACCIO;CORSE-DU-SUD;Ministère de l'écologie, du développement durable, des transports et du logement;null;2017;Entreprises société;Adjudication;2017;41,925;8,736
null;Cession réalisée;LOGEMENT;LOGEMENT;DU LAZARET;20167;AJACCIO;CORSE-DU-SUD;Ministère de l'écologie, du développement durable, des transports et du logement;null;2017;Entreprises société;Adjudication;2017;41,925;8,736
null;Cession réalisée;LOGEMENT;LOGEMENT;DU LAZARET;20167;AJACCIO;CORSE-DU-SUD;Ministère de l'écologie, du développement durable, des transports et du logement;null;2017;Entreprises société;Adjudication;2017;41,925;8,736
null;Cession réalisée;LOGEMENT;LOGEMENT;DU LAZARET;20167;AJACCIO;CORSE-DU-SUD;Ministère de l'écologie, du développement durable, des transports et du logement;null;2017;Entreprises société;Adjudication;2017;41,925;8,736
null;Cession réalisée;LOGEMENT;LOGEMENT;DU LAZARET;20167;AJACCIO;CORSE-DU-SUD;Ministère de l'écologie, du développement durable, des transports et du logement;null;2017;Entreprises société;Adjudication;2017;41,925;8,736
170300010;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;81310;BERNIS;GARD;Ministère de l'écologie, du développement durable, des transports et du logement;null;2017;Personnes physiques non commerçantes;Gré à gré;2017;43,8776;1,793
170310010;Cession réalisée;SUPPORT DE PARCELLE;SUPPORT DE PARCELLE;TERRERY OUEST;31600;MURET;HAUTE-GARONNE;Ministère de la justice et des libertés;null;2017;Collectivités territoriales;Gré à gré;2017;43,4595;1,325
170310013;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;DE MAURAN;31360;ROQUEFORT SUR GARONNE;HAUTE-GARONNE;Ministère de l'écologie, du développement durable, des transports et du logement;null;2017;Collectivités territoriales;Droit de priorité;2017;43,1637;0,974
170320010;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;32000;AUCH;GERS;Ministère de l'écologie, du développement durable, des transports et du logement;null;2017;Collectivités territoriales;Droit de priorité;2017;43,6445;0,588
170330010;Cession réalisée;ESPACE AMENAGE;ESPACE AMENAGE;DU TAUZIN - 33000 BORDEAUX;33200;BORDEAUX;GIRONDE;Ministère de l'écologie, du développement durable, des transports et du logement;null;2017;Personnes physiques non commerçantes;Gré à gré;2017;44,8377;-0,58
170330011;Cession réalisée;ESPACE AMENAGE;ESPACE AMENAGE;DU PEYROU _ 33370 ARTIGUES PRES BORDEAUX;33370;ARTIGUES PRES BORDEAUX;GIRONDE;Ministère de l'écologie, du développement durable, des transports et du logement;null;2017;Collectivités territoriales;Droit de priorité;2017;44,8583;-0,497
170330014;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;33500 ARVEYRES;33500;ARVEYRES;GIRONDE;Ministère de l'écologie, du développement durable, des transports et du logement;null;2017;Personnes physiques non commerçantes;Gré à gré;2017;44,8838;-0,284
170340011;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;DE MENDE;34070;MONTPELLIER;HÉRAULT;Ministère de l'agriculture et de la pêche;null;2017;Collectivités territoriales;Droit de priorité;2017;43,611;3,876
170340012;Cession réalisée;LOGEMENT;LOGEMENT;DU FLOURA;34500;BEZIERS;HÉRAULT;Biens non affectés;null;2017;Indivision;Appel d'offres;2017;43,3426;3,216
170340018;Cession réalisée;SUPPORT DE PARCELLE;SUPPORT DE PARCELLE;LODEVE;34070;MONTPELLIER;HÉRAULT;Biens non affectés;null;2017;Collectivités territoriales;Droit de priorité;2017;43,611;3,876
170350010;Cession réalisée;ESPACE AMENAGE;ESPACE AMENAGE;null;35136;ST JACQUES DE LA LANDE;ILLE-ET-VILAINE;Ministère de l'écologie, du développement durable, des transports et du logement;null;2017;Collectivités territoriales;Droit de priorité;2017;48,0907;-1,697
170350011;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;35250;CHEVAIGNE;ILLE-ET-VILAINE;Ministère de l'écologie, du développement durable, des transports et du logement;null;2017;Personnes physiques non commerçantes;Gré à gré;2017;48,2114;-1,63
170350012;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;DE LA FONTAINE;35340;LIFFRE;ILLE-ET-VILAINE;Ministère de l'écologie, du développement durable, des transports et du logement;null;2017;Collectivités territoriales;Droit de priorité;2017;48,2134;-1,508
170350014;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;35400;ST MALO;ILLE-ET-VILAINE;Ministère de l'écologie, du développement durable, des transports et du logement;null;2017;Collectivités territoriales;Droit de priorité;2017;48,6467;-2,01
170350017;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;28140;ORGERES;ILLE-ET-VILAINE;Ministère de l'écologie, du développement durable, des transports et du logement;null;2017;Collectivités territoriales;Droit de priorité;2017;48,1467;1,684
170350018;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;35340;LIFFRE;ILLE-ET-VILAINE;Ministère de l'écologie, du développement durable, des transports et du logement;null;2017;Collectivités territoriales;Droit de priorité;2017;48,2134;-1,508
170350019;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;35120;DOL DE BRETAGNE;ILLE-ET-VILAINE;Ministère de l'écologie, du développement durable, des transports et du logement;null;2017;Personnes physiques non commerçantes;Appel d'offres;2017;48,5491;-1,752
170370010;Cession réalisée;SUPPORT DE PARCELLE;SUPPORT DE PARCELLE;null;37800;PORTS;INDRE-ET-LOIRE;Ministère du budget, des comptes publics et de la réforme de l'Etat;null;2017;Collectivités territoriales;Droit de priorité;2017;47,0152;0,554
170370012;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;37600;LOCHES;INDRE-ET-LOIRE;Ministère de l'agriculture et de la pêche;null;2017;Etablissements publics locaux;Gré à gré;2017;47,1282;0,995
170380010;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;38330;MONTBONNOT ST MARTIN;ISÈRE;Ministère de l'écologie, du développement durable, des transports et du logement;null;2017;Collectivités territoriales;Droit de priorité;2017;45,2267;5,803
170380011;Cession réalisée;ESPACE AMENAGE;ESPACE AMENAGE;null;38300;BOURGOIN JALLIEU;ISÈRE;Ministère de l'écologie, du développement durable, des transports et du logement;null;2017;Etablissements publics locaux;Gré à gré;2017;45,5909;5,278
170380012;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;38080;L ISLE D ABEAU;ISÈRE;Ministère de l'écologie, du développement durable, des transports et du logement;null;2017;Etablissements publics locaux;Gré à gré;2017;45,6188;5,233
170380013;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;DE LA NOYERA;38090;VILLEFONTAINE;ISÈRE;Ministère de la justice et des libertés;null;2017;Associations;Gré à gré;2017;45,6132;5,148
170380018;Cession réalisée;ESPACE AMENAGE;ESPACE AMENAGE;ALBERT THOMAS;38200;VIENNE;ISÈRE;Ministère de l'écologie, du développement durable, des transports et du logement;null;2017;Collectivités territoriales;Droit de priorité;2017;45,5254;4,874
170410014;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;41100;ST FIRMIN DES PRES;LOIR-ET-CHER;Ministère de l'écologie, du développement durable, des transports et du logement;null;2017;Associations;Gré à gré;2017;47,8415;1,114
170410017;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;41100;ST FIRMIN DES PRES;LOIR-ET-CHER;Ministère de l'écologie, du développement durable, des transports et du logement;null;2017;Personne physique immatriculée (métropole);Appel d'offres;2017;47,8415;1,114
170410018;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;41100;ST FIRMIN DES PRES;LOIR-ET-CHER;Ministère de l'écologie, du développement durable, des transports et du logement;null;2017;Personnes physiques non commerçantes;Appel d'offres;2017;47,8415;1,114
170410021;Cession réalisée;SUPPORT DE PARCELLE;SUPPORT DE PARCELLE;LAPLACE;41000;BLOIS;LOIR-ET-CHER;Ministère de l'écologie, du développement durable, des transports et du logement;null;2017;Collectivités territoriales;Gré à gré;2017;47,5927;1,326
170410022;Cession réalisée;SUPPORT DE PARCELLE;SUPPORT DE PARCELLE;null;41260;LA CHAUSSEE ST VICTOR;LOIR-ET-CHER;Ministère de l'écologie, du développement durable, des transports et du logement;null;2017;Collectivités territoriales;Gré à gré;2017;47,613;1,365
170420010;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;42290;SORBIERS;LOIRE;Ministère de l'écologie, du développement durable, des transports et du logement;null;2017;Personnes physiques non commerçantes;Gré à gré;2017;45,4875;4,449
170420011;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;42650;ST JEAN BONNEFONDS;LOIRE;Ministère de l'écologie, du développement durable, des transports et du logement;null;2017;Personnes physiques non commerçantes;Gré à gré;2017;45,4506;4,446
170420012;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;42590;NEULISE;LOIRE;Ministère de l'écologie, du développement durable, des transports et du logement;null;2017;Collectivités territoriales;Gré à gré;2017;45,9022;4,179
170430010;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;43200;ST MAURICE DE LIGNON;HAUTE-LOIRE;Ministère de l'écologie, du développement durable, des transports et du logement;null;2017;Personnes physiques non commerçantes;Appel d'offres;2017;45,2236;4,138
170430011;Cession réalisée;ESPACE AMENAGE;ESPACE AMENAGE;null;45210;LE PERTUIS;HAUTE-LOIRE;Ministère de l'écologie, du développement durable, des transports et du logement;null;2017;Entreprises société;Autres droits;2017;48,1097;2,792
170430014;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;43320;FIX ST GENEYS;HAUTE-LOIRE;Ministère de l'écologie, du développement durable, des transports et du logement;null;2017;Personnes physiques non commerçantes;Appel d'offres;2017;45,1428;3,667
170430015;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;45210;LE PERTUIS;HAUTE-LOIRE;Ministère de l'écologie, du développement durable, des transports et du logement;null;2017;Personnes physiques non commerçantes;Appel d'offres;2017;48,1097;2,792
170440011;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;44700;ORVAULT;LOIRE-ATLANTIQUE;Ministère de l'écologie, du développement durable, des transports et du logement;null;2017;Personne physique immatriculée (métropole);Gré à gré;2017;47,2704;-1,624
170440012;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;44210;PORNIC;LOIRE-ATLANTIQUE;Biens non affectés;null;2017;Collectivités territoriales;Droit de priorité;2017;47,115;-2,103
170440014;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;44840;LES SORINIERES;LOIRE-ATLANTIQUE;Ministère de l'écologie, du développement durable, des transports et du logement;null;2017;Collectivités territoriales;Droit de priorité;2017;47,1461;-1,53
170440015;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;44570;TRIGNAC;LOIRE-ATLANTIQUE;Ministère de l'écologie, du développement durable, des transports et du logement;null;2017;Collectivités territoriales;Droit de priorité;2017;47,3177;-2,189
170440018;Cession réalisée;BUREAU;BUREAU;D'ARMES;44490;LE CROISIC;LOIRE-ATLANTIQUE;Ministère de l'écologie, du développement durable, des transports et du logement;null;2017;Collectivités territoriales;Droit de priorité;2017;47,292;-2,512
170450011;Cession réalisée;SUPPORT DE PARCELLE;SUPPORT DE PARCELLE;DES BRUERES;45770;SARAN;LOIRET;Ministère de l'écologie, du développement durable, des transports et du logement;null;2017;Personnes physiques non commerçantes;Appel d'offres;2017;47,9513;1,88
170470010;Cession réalisée;BUREAU;BUREAU;08-May-45;47200;MARMANDE;LOT-ET-GARONNE;Ministère de l'écologie, du développement durable, des transports et du logement;null;2017;Collectivités territoriales;Droit de priorité;2017;44,4997;0,164
170480011;Cession réalisée;BUREAU;BUREAU;GOGES DU TARN;48500;LA CANOURGUE;LOZÈRE;Ministère de l'écologie, du développement durable, des transports et du logement;null;2017;Collectivités territoriales;Droit de priorité;2017;44,4324;3,215
170490010;Cession réalisée;BATIMENT TECHNIQUE;BATIMENT TECHNIQUE;LÉONARD DE VINCI;49070;ST JEAN DE LINIERES;MAINE-ET-LOIRE;Ministère de l'écologie, du développement durable, des transports et du logement;null;2017;Entreprises société;Appel d'offres;2017;47,4572;-0,658
170500010;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;DE LA VALETTE;50120;EQUEURDREVILLE HAINNEVILLE;MANCHE;Ministère de la défense;null;2017;Personnes physiques non commerçantes;Appel d'offres;2017;49,6278;-1,668
170500011;Cession réalisée;ESPACE AMENAGE;ESPACE AMENAGE;MAXIME LAUBEUF;50500;TOURLAVILLE;MANCHE;Biens non affectés;null;2017;Entreprises société;Appel d'offres;2017;49,3315;-1,182
170500012;Cession réalisée;ESPACE AMENAGE;ESPACE AMENAGE;DE QUARANTE SOUS;50300;AVRANCHES;MANCHE;Ministère de l'écologie, du développement durable, des transports et du logement;null;2017;Collectivités territoriales;Droit de priorité;2017;48,684;-1,357
170500013;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;DE LA VALETTE;50120;EQUEURDREVILLE HAINNEVILLE;MANCHE;Ministère de la défense;null;2017;Collectivités territoriales;Droit de priorité;2017;49,6278;-1,668
170500014;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;50160;GUILBERVILLE;MANCHE;Ministère de l'écologie, du développement durable, des transports et du logement;null;2017;Personnes physiques non commerçantes;Appel d'offres;2017;49,0057;-0,973
170500015;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;50470;TOLLEVAST;MANCHE;Ministère de l'écologie, du développement durable, des transports et du logement;null;2017;Entreprises société;Appel d'offres;2017;49,5745;-1,627
170500016;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;27910;CARENTAN;MANCHE;Ministère de l'écologie, du développement durable, des transports et du logement;null;2017;Collectivités territoriales;Droit de priorité;2017;49,4261;1,394
170510011;Cession réalisée;BATIMENT TECHNIQUE;BATIMENT TECHNIQUE;51230  CONNANTRAY VAUREFROY;51230;CONNANTRAY VAUREFROY;MARNE;Ministère de la défense;null;2017;Collectivités territoriales;Droit de priorité;2017;48,7472;4,061
170510012;Cession réalisée;BATIMENT TECHNIQUE;BATIMENT TECHNIQUE;DU PETIT SILLERY 51500SILLERY;51500;SILLERY;MARNE;Ministère de l'écologie, du développement durable, des transports et du logement;null;2017;Collectivités territoriales;Droit de priorité;2017;49,198;4,132
170510013;Cession réalisée;RESEAUX ET VOIRIES;RESEAUX ET VOIRIES;JACQUES SIMON 51470 SAINT MEMMIE;51470;ST MEMMIE;MARNE;Ministère de l'écologie, du développement durable, des transports et du logement;null;2017;Entreprises société;Appel d'offres;2017;48,9526;4,382
170510014;Cession réalisée;RESEAUX ET VOIRIES;RESEAUX ET VOIRIES;DU COMMANDANT DERRIEN;51000;CHALONS EN CHAMPAGNE;MARNE;Ministère de la défense;null;2017;Collectivités territoriales;Droit de priorité;2017;48,9564;4,364
170520010;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;52400;PARNOY EN BASSIGNY;HAUTE-MARNE;Biens non affectés;null;2017;Personnes physiques non commerçantes;Appel d'offres;2017;48,007;5,644
170520012;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;89260;VOISINES;HAUTE-MARNE;Biens non affectés;null;2017;Personnes physiques non commerçantes;Autres droits;2017;48,2511;3,393
170520013;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;52110;AMBONVILLE;HAUTE-MARNE;Biens non affectés;null;2017;Personnes physiques non commerçantes;Appel d'offres;2017;48,3111;5,015
